category,serving_size,calories,protein,total_fat,carbohydrate,fiber,sugars
Snacks,100.0,500,6.4,24.0,65.3,4.4,32.3
Vegetables,100.0,92,2.01,0.2,20.71,3.3,6.48
Vegetables,100.0,76,1.37,0.1,17.72,2.5,5.74
Miscellaneous Ingredients,100.0,379,21.75,5.6,60.53,9.9,0.0
Grains,100.0,364,8.75,5.1,73.89,8.4,0.0
Eggs,100.0,527,6.4,35.0,47.5,1.7,0.17
Fruits,100.0,74,0.45,0.1,19.94,1.3,18.64
Fruits,100.0,54,0.45,0.0,14.55,1.3,13.25
Condiments,100.0,240,0.41,21.0,12.12,0.0,10.77
Vegetables,100.0,166,2.56,7.5,22.22,2.4,0.34
Grains,100.0,379,4.55,1.5,88.89,2.6,44.33
Grains,100.0,407,5.69,8.5,81.59,11.0,31.0
Snacks,100.0,297,8.01,7.6,49.27,2.4,2.66
Red Meat,100.0,56,3.17,1.6,6.35,0.8,0.79
Red Meat,100.0,247,15.64,17.0,7.89,1.4,0.0
Vegetables,100.0,132,4.39,0.1,29.63,5.5,0.0
Sauce,100.0,189,13.3,6.4,19.69,1.2,1.3
Snacks,100.0,392,7.6,3.8,81.5,0.0,0.0
Fruits,100.0,64,0.3,0.2,15.3,1.4,11.6
Snacks,100.0,380,5.7,2.2,88.5,5.0,56.2
Dairy,100.0,145,4.53,4.0,22.78,0.0,23.15
Snacks,100.0,350,5.0,10.0,69.78,22.5,25.0
Vegetables,100.0,24,1.8,0.1,5.41,2.8,0.0
Dairy,100.0,304,23.63,20.0,8.06,0.0,2.24
Fruits,100.0,92,1.31,0.1,23.1,3.4,19.7
Grains,100.0,395,6.5,5.3,81.6,4.7,29.2
Grains,100.0,375,5.3,3.4,88.0,9.3,41.7
Beverages,100.0,1,0.22,0.0,0.0,0.0,0.0
Beverages,100.0,4,0.0,0.0,1.26,0.0,0.84
Vegetables,100.0,36,0.72,0.1,8.23,0.0,0.0
Red Meat,100.0,380,14.35,36.0,0.0,0.0,0.0
Red Meat,100.0,310,17.29,16.0,24.07,1.7,4.67
Fruits,100.0,67,0.18,0.5,16.7,1.7,15.0
Poultry,100.0,214,16.37,16.0,0.17,0.0,0.0
Dairy,100.0,67,10.9,1.0,3.0,0.0,3.0
Snacks,100.0,500,9.0,28.0,58.1,10.0,0.54
Condiments,100.0,379,1.09,35.0,14.64,0.8,15.18
Fruits,100.0,105,0.87,0.2,27.8,3.8,0.0
Snacks,100.0,511,10.7,27.0,58.2,4.3,0.5
Legumes and seeds,100.0,140,8.23,0.6,26.05,10.5,0.37
Poultry,100.0,221,14.4,10.0,21.8,4.9,2.2
Dairy,100.0,74,12.4,1.0,3.2,0.6,2.6
Snacks,100.0,531,3.57,29.0,66.26,14.3,0.0
Snacks,100.0,387,8.5,3.5,80.1,0.0,0.0
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Grains,100.0,123,2.91,0.4,26.05,0.9,0.11
Poultry,100.0,243,14.72,20.0,0.0,0.0,0.0
Snacks,100.0,502,4.91,25.0,64.8,1.1,48.25
Eggs,100.0,308,12.09,22.0,15.9,1.8,3.12
Legumes and seeds,100.0,132,7.59,0.4,25.14,6.0,0.0
Red Meat,100.0,107,22.07,2.1,0.0,0.0,0.0
Seafood,100.0,158,20.07,7.9,0.0,0.0,0.0
Beverages,100.0,83,0.07,0.0,2.45,0.0,0.0
Grains,100.0,368,8.19,5.3,80.0,12.2,28.5
Beverages,100.0,0,0.0,0.0,0.0,0.0,0.0
Snacks,100.0,422,4.4,17.0,71.0,2.2,59.0
Beverages,100.0,36,0.0,0.0,9.09,0.0,9.09
Beverages,100.0,112,0.07,0.0,13.39,0.0,0.0
Snacks,100.0,590,12.39,43.0,37.68,3.5,14.63
Beverages,100.0,29,0.0,0.0,7.41,0.0,7.41
Beverages,100.0,80,0.07,0.0,3.31,0.0,0.0
Red Meat,100.0,119,21.23,3.7,0.23,0.0,0.0
Grains,100.0,297,11.25,7.5,46.36,4.9,2.72
Legumes and seeds,100.0,37,3.68,0.2,7.29,2.0,1.0
Eggs,100.0,331,4.8,12.0,52.2,1.3,21.0
Eggs,100.0,105,4.86,1.4,18.6,0.0,0.0
Eggs,100.0,102,4.37,1.1,19.05,0.0,19.05
Grains,100.0,379,13.15,6.5,67.7,10.1,0.99
Grains,100.0,52,0.9,0.1,11.5,0.1,0.04
Sauce,100.0,277,11.03,12.0,31.17,2.6,3.82
Eggs,100.0,272,4.05,8.1,46.08,0.9,20.58
Seafood,100.0,199,8.77,13.0,11.62,0.0,0.0
Vegetables,100.0,15,1.09,0.1,3.18,0.9,2.4
Snacks,100.0,425,2.94,18.0,63.52,0.0,38.24
Miscellaneous Ingredients,100.0,208,8.5,6.5,29.4,2.8,0.0
Sauce,100.0,87,4.37,2.4,11.65,1.5,3.4
Red Meat,100.0,110,19.6,2.9,0.0,0.0,0.0
Sauce,100.0,56,2.38,1.6,8.73,0.8,0.79
Snacks,100.0,562,8.1,35.0,52.9,3.5,30.9
Poultry,100.0,99,6.2,2.7,14.0,2.0,1.3
Snacks,100.0,545,4.62,35.0,55.38,2.9,0.76
Vegetables,100.0,33,2.0,0.6,6.4,2.9,1.62
Legumes and seeds,100.0,60,5.27,0.9,11.15,2.0,1.0
Snacks,100.0,523,7.0,33.0,56.2,5.2,0.0
Condiments,100.0,457,0.77,45.0,15.58,0.0,15.95
Sauce,100.0,71,3.17,0.8,13.49,2.4,2.38
Sauce,100.0,51,2.36,1.3,7.53,0.8,1.11
Condiments,100.0,631,0.1,70.0,3.4,0.0,0.0
Eggs,100.0,138,4.54,2.1,25.16,1.2,0.4
Red Meat,100.0,487,12.59,49.0,0.0,0.0,0.0
Vegetables,100.0,36,2.55,0.5,7.1,2.6,1.74
Snacks,100.0,375,5.1,3.4,88.2,9.3,43.7
Grains,100.0,318,7.72,2.7,77.29,11.4,31.3
Condiments,100.0,87,2.1,5.3,7.7,1.8,2.12
Fruits,100.0,162,3.04,1.7,33.62,20.0,9.37
Sauce,100.0,21,0.82,0.0,4.53,0.8,3.29
Snacks,100.0,380,6.2,8.7,74.8,9.3,4.3
Snacks,100.0,418,5.65,17.0,70.2,3.8,28.92
Snacks,100.0,454,8.0,20.0,63.6,5.6,0.0
Fruits,100.0,88,0.65,0.3,22.06,1.6,20.46
Legumes and seeds,100.0,116,8.34,0.4,20.51,8.3,2.9
Legumes and seeds,100.0,105,7.54,0.6,18.34,6.4,2.01
Snacks,100.0,268,10.36,12.0,29.02,2.2,3.57
Grains,100.0,374,9.98,4.4,77.74,6.6,19.43
Snacks,100.0,424,4.67,11.0,76.23,1.1,36.28
Seafood,100.0,141,21.43,5.5,0.0,0.0,0.0
Beverages,100.0,38,0.0,0.0,8.75,0.0,7.92
Vegetables,100.0,15,1.8,0.2,2.48,1.0,1.0
Grains,100.0,357,7.5,0.4,84.1,3.3,9.5
Grains,100.0,425,3.32,12.0,78.33,5.0,32.86
Fruits,100.0,57,0.22,0.1,15.32,2.0,13.32
Red Meat,100.0,145,19.02,7.2,0.76,0.0,0.08
Snacks,100.0,487,4.3,22.0,70.1,3.1,39.9
Legumes and seeds,100.0,593,26.06,51.0,17.69,5.7,10.94
Legumes and seeds,100.0,591,25.72,51.0,18.75,5.6,10.47
Red Meat,100.0,307,12.69,27.0,1.6,0.0,0.0
Fruits,100.0,61,0.56,0.2,15.65,0.7,10.61
Red Meat,100.0,238,24.0,13.0,5.9,2.6,0.3
Grains,100.0,355,11.61,1.4,71.79,4.4,0.47
Vegetables,100.0,121,4.77,2.4,20.16,1.3,2.63
Snacks,100.0,243,10.9,11.0,25.62,2.0,3.71
Dairy,100.0,257,10.8,9.0,33.24,2.2,4.02
Grains,100.0,380,10.0,3.0,78.0,8.0,22.0
Sauce,100.0,89,0.98,0.2,20.93,2.5,15.4
Grains,100.0,376,6.19,4.2,83.9,5.8,21.0
Legumes and seeds,100.0,149,9.06,0.5,27.91,5.3,0.36
Vegetables,100.0,78,2.86,0.1,17.21,3.3,0.0
Vegetables,100.0,12,1.53,0.2,1.92,1.0,0.0
Grains,100.0,373,8.5,2.9,83.6,10.7,20.7
Red Meat,100.0,295,17.08,14.0,24.1,0.9,4.15
Red Meat,100.0,185,31.69,6.2,0.57,0.0,0.0
Eggs,100.0,63,5.25,1.6,7.04,0.0,7.04
Legumes and seeds,100.0,619,17.21,57.0,20.59,11.5,0.0
Vegetables,100.0,116,1.49,0.1,27.48,3.9,0.49
Red Meat,100.0,206,9.25,9.8,20.23,2.9,1.57
Miscellaneous Ingredients,100.0,398,0.0,0.0,99.53,0.0,47.05
Vegetables,100.0,132,16.3,3.4,9.1,5.2,0.4
Poultry,100.0,462,11.4,44.0,4.67,0.0,0.0
Dairy,100.0,96,3.2,3.3,13.34,0.5,0.0
Dairy,100.0,115,2.84,2.9,19.43,0.0,0.0
Dairy,100.0,72,12.4,1.0,2.7,0.0,2.7
Vegetables,100.0,23,1.9,0.6,3.8,0.7,3.11
Legumes and seeds,100.0,47,2.53,0.1,9.18,0.0,0.0
Grains,100.0,381,5.8,4.6,84.19,5.9,32.2
Legumes and seeds,100.0,125,13.1,7.1,9.4,0.8,0.0
Dairy,100.0,139,8.0,2.5,21.0,0.0,21.0
Fruits,100.0,50,0.48,0.3,11.66,0.6,10.05
Fruits,100.0,133,2.01,0.4,34.14,0.0,0.0
Poultry,100.0,162,22.48,7.4,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,349,11.6,1.9,71.51,2.7,4.97
Grains,100.0,263,0.01,3.5,47.7,9.8,8.1
Snacks,100.0,382,4.21,1.6,89.91,2.7,43.12
Grains,100.0,376,7.63,5.6,80.1,9.1,21.53
Sauce,100.0,103,3.0,2.8,17.7,3.1,1.0
Vegetables,100.0,28,2.17,0.5,5.29,2.2,2.34
Red Meat,100.0,225,14.27,19.0,0.0,0.0,0.0
Legumes and seeds,100.0,32,3.2,0.7,5.0,2.1,0.62
Red Meat,100.0,249,22.98,16.0,0.91,0.0,0.0
Sauce,100.0,66,2.32,3.2,7.09,1.5,1.09
Dairy,100.0,44,2.9,1.6,4.5,0.4,2.0
Beverages,100.0,90,3.07,3.0,12.78,0.3,11.31
Poultry,100.0,183,14.16,4.3,22.28,1.4,5.01
Sauce,100.0,248,11.34,11.0,26.01,2.3,3.04
Vegetables,100.0,473,5.32,23.0,60.43,4.7,4.04
Vegetables,100.0,20,1.14,0.2,4.36,3.5,0.53
Grains,100.0,404,3.9,3.2,90.1,1.0,42.6
Snacks,100.0,435,6.5,16.0,68.4,0.0,0.0
Condiments,100.0,44,0.1,3.0,4.34,0.0,0.0
Grains,100.0,309,7.25,9.3,49.09,4.9,9.81
Grains,100.0,374,5.3,3.2,85.1,5.6,35.0
Vegetables,100.0,21,1.53,0.2,3.73,2.0,1.73
Snacks,100.0,531,5.2,32.0,55.2,6.2,34.27
Snacks,100.0,338,13.28,21.0,25.28,0.5,1.98
Condiments,100.0,250,0.65,22.0,14.78,0.0,10.02
Legumes and seeds,100.0,33,1.8,0.2,7.58,2.8,2.22
Poultry,100.0,232,14.1,11.0,22.6,4.8,2.8
Eggs,100.0,353,7.0,16.0,44.6,1.5,2.18
Grains,100.0,240,3.81,4.5,46.13,5.1,3.34
Red Meat,100.0,296,12.89,26.0,2.13,0.0,0.11
Vegetables,100.0,20,1.88,0.1,4.13,2.1,1.1
Eggs,100.0,257,7.14,3.6,49.16,4.3,4.29
Snacks,100.0,465,8.7,15.0,73.4,5.7,0.53
Beverages,100.0,4,0.0,0.0,1.23,0.0,0.41
Poultry,100.0,252,16.35,13.0,17.56,0.0,0.0
Snacks,100.0,387,3.78,6.6,77.75,0.7,73.36
Vegetables,100.0,15,1.8,0.2,2.48,1.0,0.0
Dairy,100.0,86,1.76,1.0,17.58,0.2,12.2
Oil,100.0,884,0.0,100.0,0.0,0.0,0.0
Fruits,100.0,68,0.2,0.3,17.8,0.3,9.15
Sauce,100.0,121,5.03,3.5,17.4,1.0,1.65
Grains,100.0,263,0.01,3.5,47.2,9.3,7.4
Red Meat,100.0,172,20.85,9.8,0.0,0.0,0.0
Sauce,100.0,7,1.14,0.2,0.04,0.0,0.0
Sauce,100.0,95,5.19,3.5,11.16,4.6,0.0
Beverages,100.0,81,0.07,0.0,1.94,0.0,0.0
Red Meat,100.0,297,16.52,12.0,31.5,1.7,4.88
Sauce,100.0,33,1.97,0.7,4.68,0.9,1.01
Snacks,100.0,482,6.5,21.0,67.0,3.6,29.9
Snacks,100.0,432,8.5,12.0,72.35,3.6,7.29
Red Meat,100.0,602,6.97,64.0,0.01,0.0,0.0
Vegetables,100.0,30,2.84,0.5,5.23,2.0,1.34
Eggs,100.0,208,5.95,2.8,42.71,3.5,8.89
Fruits,100.0,99,3.98,1.2,18.64,0.0,18.64
Beverages,100.0,338,3.3,0.6,85.4,0.0,1.88
Vegetables,100.0,21,0.82,0.0,4.53,0.8,3.29
Snacks,100.0,568,9.76,36.0,51.72,3.6,44.59
Grains,100.0,320,3.13,11.0,52.83,3.5,8.36
Seafood,100.0,102,11.42,3.4,5.45,0.0,1.23
Vegetables,100.0,40,0.9,0.1,10.49,3.2,1.97
Grains,100.0,412,4.8,8.4,81.09,2.0,26.2
Red Meat,100.0,204,33.96,6.5,0.0,0.0,0.0
Red Meat,100.0,168,26.32,6.2,0.0,0.0,0.0
Fruits,100.0,74,0.2,0.1,19.17,1.6,15.2
Vegetables,100.0,82,1.73,0.1,20.0,0.0,0.0
Condiments,100.0,141,7.03,2.3,21.88,3.1,4.69
Eggs,100.0,361,5.3,15.0,53.0,0.7,0.0
Sauce,100.0,45,0.82,0.4,9.39,0.8,6.53
Vegetables,100.0,88,2.09,0.1,21.15,1.8,3.55
Dairy,100.0,116,5.0,4.1,15.3,1.1,0.0
Snacks,100.0,501,5.1,25.0,64.3,1.9,18.13
Poultry,100.0,277,32.54,13.0,4.35,0.0,0.0
Condiments,100.0,258,3.15,14.0,30.53,1.8,0.0
Sauce,100.0,99,3.6,2.2,16.3,0.1,0.59
Snacks,100.0,490,8.92,24.0,58.76,1.9,12.33
Poultry,100.0,144,28.04,3.6,0.0,0.0,0.0
Vegetables,100.0,37,0.58,0.7,7.73,3.3,4.08
Legumes and seeds,100.0,105,7.02,0.4,19.15,7.6,2.0
Red Meat,100.0,515,7.5,53.0,1.87,0.0,0.44
Legumes and seeds,100.0,116,9.02,0.4,20.13,7.9,1.8
Seafood,100.0,99,23.98,0.3,0.2,0.0,0.0
Dairy,100.0,260,12.37,8.8,32.91,2.5,5.09
Sauce,100.0,32,1.32,0.4,7.09,1.4,0.0
Seafood,100.0,131,18.9,6.1,0.0,0.0,0.0
Dairy,100.0,411,45.71,17.0,18.5,7.1,5.71
Fruits,100.0,113,1.17,0.2,29.26,4.1,0.0
Fruits,100.0,56,0.37,0.1,14.39,0.6,13.79
Legumes and seeds,100.0,21,2.11,0.2,4.11,0.0,0.0
Dairy,100.0,154,4.5,7.1,20.75,0.5,7.7
Beverages,100.0,29,0.0,0.0,7.41,0.0,7.41
Sauce,100.0,16,0.79,0.3,3.47,1.9,2.55
Snacks,100.0,426,10.5,16.0,64.4,4.3,0.0
Grains,100.0,397,4.15,3.4,87.93,1.1,43.15
Fruits,100.0,74,0.28,0.1,19.91,2.6,0.0
Seafood,100.0,351,82.6,2.3,0.0,0.0,0.0
Sauce,100.0,49,2.45,1.6,6.12,0.8,0.41
Miscellaneous Ingredients,100.0,23,0.84,0.6,3.67,0.1,0.31
Poultry,100.0,193,24.09,11.0,0.0,0.0,0.0
Snacks,100.0,219,13.2,4.7,32.6,2.6,8.0
Poultry,100.0,305,25.16,22.0,0.0,0.0,0.0
Sauce,100.0,265,10.76,9.8,33.48,2.4,4.22
Grains,100.0,374,7.51,1.0,80.89,1.8,0.33
Grains,100.0,368,8.97,4.9,75.7,6.7,29.45
Snacks,100.0,358,2.11,25.0,37.12,1.1,21.05
Sauce,100.0,54,1.01,2.7,6.38,0.0,2.01
Sauce,100.0,5,0.39,0.1,0.62,0.0,0.0
Sauce,100.0,372,4.16,36.0,6.93,2.1,2.6
Fruits,100.0,237,1.9,11.0,34.0,1.6,0.0
Red Meat,100.0,277,15.47,23.0,0.0,0.0,0.0
Seafood,100.0,308,12.67,19.0,22.29,1.5,0.91
Vegetables,100.0,28,1.9,0.4,5.63,1.2,0.0
Miscellaneous Ingredients,100.0,50,0.88,0.1,12.3,2.5,2.46
Snacks,100.0,401,0.18,4.0,91.02,0.0,73.16
Grains,100.0,353,14.44,1.4,78.15,14.1,20.0
Red Meat,100.0,157,12.56,9.8,4.57,1.4,2.27
Condiments,100.0,240,11.08,8.5,30.95,1.4,4.16
Eggs,100.0,346,6.1,14.0,48.5,0.0,0.0
Fruits,100.0,37,0.1,0.1,10.1,1.5,0.0
Poultry,100.0,204,16.17,11.0,10.92,0.9,2.79
Legumes and seeds,100.0,141,12.35,6.4,11.05,4.2,0.0
Red Meat,100.0,217,24.8,12.0,0.0,0.0,0.0
Red Meat,100.0,284,30.19,17.0,0.0,0.0,0.0
Snacks,100.0,537,4.7,30.0,61.8,1.7,31.6
Snacks,100.0,518,4.3,28.0,64.0,2.6,31.2
Grains,100.0,364,10.33,1.0,76.31,2.7,0.27
Grains,100.0,381,4.76,2.4,80.95,4.8,9.52
Beverages,100.0,315,20.21,0.0,58.66,8.5,5.53
Beverages,100.0,41,0.09,0.0,10.42,0.0,10.38
Snacks,100.0,333,14.13,16.0,32.66,2.1,2.79
Sauce,100.0,122,5.87,3.9,15.71,1.5,1.96
Red Meat,100.0,554,13.81,55.0,1.55,0.0,0.0
Beverages,100.0,31,0.0,0.0,7.4,0.0,6.12
Grains,100.0,371,8.3,3.3,83.09,8.5,24.79
Fruits,100.0,127,0.91,0.3,33.81,6.4,27.41
Legumes and seeds,100.0,101,8.8,0.5,21.25,0.0,0.0
Grains,100.0,375,6.3,2.0,86.67,3.9,28.1
Sauce,100.0,79,3.17,0.4,16.67,2.4,5.56
Snacks,100.0,380,9.0,3.5,80.1,0.0,0.0
Poultry,100.0,228,12.08,8.7,25.46,1.4,5.37
Red Meat,100.0,640,4.63,69.0,1.26,0.0,0.0
Beverages,100.0,8,0.05,0.0,1.94,0.0,1.3
Red Meat,100.0,159,28.81,4.8,0.0,0.0,0.0
Snacks,100.0,428,8.83,10.0,75.69,5.8,7.35
Vegetables,100.0,29,1.51,0.1,6.94,2.6,3.32
Beverages,100.0,50,1.3,0.0,11.8,0.1,11.59
Miscellaneous Ingredients,100.0,276,2.8,18.0,28.5,0.5,0.0
Poultry,100.0,464,10.96,37.0,22.54,1.5,0.0
Vegetables,100.0,23,1.27,0.1,5.51,1.9,2.79
Vegetables,100.0,29,1.63,0.2,6.41,2.1,2.87
Grains,100.0,374,8.5,1.3,84.3,2.8,12.5
Poultry,100.0,147,30.13,2.1,0.0,0.0,0.0
Poultry,100.0,141,19.96,6.8,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,369,0.3,1.1,92.4,0.0,0.0
Sauce,100.0,52,0.66,3.6,4.26,1.0,0.66
Snacks,100.0,393,4.1,11.0,70.8,1.4,28.6
Snacks,100.0,413,6.8,11.0,75.6,4.7,35.3
Condiments,100.0,132,0.55,1.5,29.27,3.3,16.83
Grains,100.0,117,23.29,1.5,7.3,4.5,0.2
Legumes and seeds,100.0,123,15.8,4.8,4.3,1.2,0.7
Seafood,100.0,84,20.42,0.3,0.0,0.0,0.0
Seafood,100.0,70,17.17,0.2,0.0,0.0,0.0
Fruits,100.0,67,0.18,0.4,16.84,2.0,14.84
Poultry,100.0,251,18.5,16.0,7.9,1.1,2.4
Grains,100.0,306,16.27,4.1,51.16,7.5,5.77
Red Meat,100.0,182,15.0,13.0,0.0,0.0,0.0
Red Meat,100.0,152,14.84,9.8,0.0,0.0,0.0
Vegetables,100.0,41,2.18,0.3,7.38,1.9,5.48
Snacks,100.0,389,11.6,3.4,77.3,8.0,0.0
Grains,100.0,365,10.48,0.5,77.2,2.9,0.7
Beverages,100.0,186,0.06,0.1,6.94,0.1,5.58
Poultry,100.0,197,11.8,7.0,22.9,3.0,2.0
Snacks,100.0,467,6.1,19.0,68.9,0.8,0.0
Miscellaneous Ingredients,100.0,363,10.6,9.1,59.7,1.0,0.0
Beverages,100.0,0,0.0,0.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,438,16.7,14.0,64.88,0.2,14.47
Fruits,100.0,32,0.63,0.1,8.08,1.1,6.98
Grains,100.0,288,14.52,4.6,47.11,8.1,6.94
Grains,100.0,369,8.12,5.6,74.83,4.7,0.88
Beverages,100.0,49,0.28,0.0,11.96,0.6,11.4
Legumes and seeds,100.0,117,7.81,0.6,20.96,0.0,0.0
Vegetables,100.0,56,1.12,0.1,14.58,4.4,0.0
Snacks,100.0,512,9.7,34.0,53.0,9.7,43.0
Vegetables,100.0,20,1.08,0.2,4.45,1.6,0.0
Fruits,100.0,53,0.47,0.0,12.88,2.0,10.18
Eggs,100.0,104,5.02,4.6,11.0,0.0,11.0
Snacks,100.0,241,9.16,9.1,30.55,1.5,7.6
Red Meat,100.0,438,15.12,42.0,0.62,0.0,0.62
Snacks,100.0,409,6.1,15.0,65.7,2.7,0.0
Grains,100.0,130,2.69,0.3,28.17,0.4,0.05
Beverages,100.0,1,0.0,0.0,0.22,0.0,0.0
Fruits,100.0,62,0.28,0.2,16.21,1.6,11.22
Eggs,100.0,312,12.58,20.0,20.79,1.0,4.8
Fruits,100.0,80,1.1,0.9,17.7,0.6,0.0
Red Meat,100.0,331,14.25,29.0,2.6,0.2,1.2
Beverages,100.0,1,0.0,0.0,0.25,0.0,0.0
Sauce,100.0,53,5.11,1.3,5.41,0.4,0.6
Sauce,100.0,376,13.73,25.0,23.0,0.7,3.36
Eggs,100.0,357,5.4,12.0,57.2,0.8,35.49
Beverages,100.0,29,0.0,0.0,7.41,0.0,7.41
Beverages,100.0,82,0.07,0.0,2.27,0.0,0.0
Snacks,100.0,497,6.0,31.0,58.6,5.1,1.5
Fruits,100.0,51,0.0,0.0,14.1,1.1,10.81
Fruits,100.0,44,0.2,0.2,11.64,1.8,9.25
Snacks,100.0,349,5.0,3.7,78.3,2.8,0.0
Vegetables,100.0,224,12.5,8.4,24.5,3.7,2.9
Eggs,100.0,295,6.5,14.0,37.4,1.1,4.7
Red Meat,100.0,251,32.43,13.0,0.0,0.0,0.0
Red Meat,100.0,228,23.96,14.0,0.0,0.0,0.0
Fruits,100.0,251,3.4,13.0,31.6,0.6,0.0
Seafood,100.0,89,19.0,0.9,0.0,0.0,0.0
Grains,100.0,403,5.0,6.6,82.4,2.4,26.1
Red Meat,100.0,235,15.7,19.0,0.0,0.0,0.0
Grains,100.0,401,3.64,5.3,81.59,1.7,42.5
Snacks,100.0,391,4.69,3.2,85.94,2.2,45.31
Red Meat,100.0,117,20.98,3.1,0.0,0.0,0.0
Legumes and seeds,100.0,36,2.09,0.2,8.18,4.2,0.0
Seafood,100.0,86,19.44,1.0,0.0,0.0,0.0
Seafood,100.0,128,23.62,3.0,0.0,0.0,0.0
Seafood,100.0,156,16.6,8.0,4.3,0.0,0.0
Fruits,100.0,69,0.39,0.1,17.95,1.8,16.15
Snacks,100.0,200,5.71,2.9,42.86,7.1,6.58
Red Meat,100.0,224,19.07,16.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,360,0.94,0.0,89.11,0.0,85.19
Eggs,100.0,74,9.6,1.9,4.47,0.0,0.0
Grains,100.0,84,3.73,3.3,9.94,0.6,5.1
Fruits,100.0,37,0.62,0.0,9.57,0.7,8.87
Red Meat,100.0,172,22.3,8.3,0.3,0.0,0.0
Grains,100.0,377,17.79,1.8,73.4,1.4,12.69
Snacks,100.0,387,4.8,1.3,89.7,8.4,31.3
Snacks,100.0,528,2.9,28.0,66.7,1.4,44.3
Poultry,100.0,165,27.71,6.0,0.0,0.0,0.0
Red Meat,100.0,34,1.69,0.0,5.08,0.0,0.0
Snacks,100.0,408,4.17,8.3,79.17,4.2,29.17
Vegetables,100.0,22,0.62,0.5,4.5,2.8,1.89
Legumes and seeds,100.0,119,15.57,2.9,9.88,2.8,0.0
Eggs,100.0,228,7.87,13.0,20.67,0.8,7.87
Vegetables,100.0,27,2.57,0.2,5.46,2.9,0.6
Poultry,100.0,105,20.87,2.4,0.14,0.0,0.06
Snacks,100.0,483,6.4,19.0,71.6,2.8,8.0
Red Meat,100.0,16,3.23,0.0,0.81,0.0,0.81
Snacks,100.0,417,4.5,20.0,57.4,2.2,31.92
Dairy,100.0,146,3.2,3.7,24.92,0.5,15.26
Red Meat,100.0,167,18.74,9.6,0.84,0.0,0.28
Miscellaneous Ingredients,100.0,716,7.79,76.0,12.83,8.0,4.14
Vegetables,100.0,109,19.9,1.2,4.6,3.4,0.3
Red Meat,100.0,278,17.48,23.0,0.0,0.0,0.0
Red Meat,100.0,291,17.32,24.0,0.0,0.0,0.0
Snacks,100.0,537,7.2,31.0,57.6,3.3,30.3
Snacks,100.0,533,3.6,29.0,64.2,3.0,42.7
Snacks,100.0,485,6.0,19.0,73.1,2.2,25.7
Miscellaneous Ingredients,100.0,406,4.27,12.0,70.55,1.1,36.09
Fruits,100.0,107,0.96,0.2,28.08,3.1,24.98
Miscellaneous Ingredients,100.0,569,21.05,46.0,27.55,10.3,7.74
Vegetables,100.0,84,5.36,0.2,15.63,5.5,5.93
Legumes and seeds,100.0,42,3.27,0.2,7.05,2.8,3.99
Red Meat,100.0,143,21.43,5.7,0.0,0.0,0.0
Legumes and seeds,100.0,574,15.31,46.0,32.69,3.0,5.01
Legumes and seeds,100.0,580,16.84,48.0,29.87,3.3,5.01
Poultry,100.0,184,28.34,7.8,0.54,0.0,0.53
Poultry,100.0,162,27.52,5.7,0.0,0.0,0.0
Legumes and seeds,100.0,40,1.98,0.4,6.98,3.4,2.6
Legumes and seeds,100.0,39,1.79,0.2,7.54,2.6,2.21
Vegetables,100.0,22,3.09,0.3,3.26,1.0,1.98
Poultry,100.0,337,18.99,28.0,0.0,0.0,0.0
Snacks,100.0,539,5.81,29.0,62.99,8.7,39.19
Beverages,100.0,1,0.12,0.0,0.0,0.0,0.0
Seafood,100.0,221,18.2,13.0,7.54,0.4,0.0
Grains,100.0,453,11.25,16.0,66.3,10.2,0.86
Snacks,100.0,492,4.9,23.0,68.2,1.7,0.0
Beverages,100.0,0,0.0,0.0,0.0,0.0,0.0
Grains,100.0,383,5.4,4.7,84.5,5.0,33.09
Snacks,100.0,467,4.9,23.0,70.0,3.4,1.2
Legumes and seeds,100.0,321,15.2,2.1,74.65,10.4,0.0
Condiments,100.0,72,3.17,2.1,10.32,0.7,0.38
Red Meat,100.0,289,26.69,20.0,0.58,0.0,0.0
Red Meat,100.0,393,22.83,33.0,1.39,0.0,0.0
Beverages,100.0,1,0.0,0.0,0.2,0.0,0.0
Condiments,100.0,16,0.81,0.8,0.81,0.0,0.81
Eggs,100.0,259,4.3,11.0,44.4,12.9,10.9
Beverages,100.0,85,0.07,0.0,2.68,0.0,0.0
Red Meat,100.0,81,10.28,3.1,3.64,1.0,1.73
Poultry,100.0,249,25.88,16.0,0.0,0.0,0.0
Condiments,100.0,66,2.42,1.6,10.7,1.3,1.64
Red Meat,100.0,685,8.5,72.0,0.0,0.0,0.0
Miscellaneous Ingredients,100.0,386,0.0,4.4,89.0,0.0,0.0
Vegetables,100.0,19,2.11,0.4,2.92,2.2,0.33
Dairy,100.0,89,3.03,3.1,12.21,0.0,0.0
Eggs,100.0,309,7.42,9.5,48.39,2.6,4.41
Beverages,100.0,84,0.07,0.0,2.16,0.0,0.96
Fruits,100.0,46,0.63,0.0,10.9,0.0,9.3
Snacks,100.0,498,5.2,23.0,68.0,2.4,31.0
Snacks,100.0,497,4.28,24.0,65.02,2.0,34.06
